call_id,turn_id,speaker,start_time_sec,end_time_sec,duration_sec,utterance,role
CALL001,22,SPEAKER_2,87.7,88.1,0.4,Yes.,Customer
CALL001,23,SPEAKER_1,89.2,95.7,6.5,"Okay, Mercedes. Oh, sir, when was the last time you took part in a Mahindra adventure activity?",Agent
CALL001,24,SPEAKER_2,96.5,97.2,0.7,Saskiya.,Customer
CALL001,25,SPEAKER_1,98.0,101.9,3.9,Last year? Okay. Do you remember the date or month? Which month?,Agent
CALL001,26,SPEAKER_2,102.1,108.2,6.1,"It was somewhere in—I don't know, I can't remember—but it was somewhere in September. September something, I think.",Customer
CALL001,27,SPEAKER_1,108.4,109.8,1.4,"September, right?",Agent
CALL001,28,SPEAKER_2,110.1,110.5,0.4,Okay.,Customer
CALL001,29,SPEAKER_1,111.0,114.8,3.8,"Okay, sir. And which event was it and what location?",Agent
CALL001,30,SPEAKER_2,115.2,118.9,3.7,It was Mahindra SK 2025 Goa.,Customer
CALL001,31,SPEAKER_1,118.9,120.7,1.8,"Mahindra Escape, right?",Agent
CALL001,32,SPEAKER_2,121.3,121.6,0.3,Yeah.,Customer
CALL001,33,SPEAKER_1,122.0,125.2,3.2,"Okay, sir. How did you first hear about this event?",Agent
CALL001,34,SPEAKER_2,126.2,129.2,3.0,I am through next Facebook company's name ad.,Customer
CALL001,35,SPEAKER_1,129.9,130.5,0.6,Sorry?,Agent
CALL001,36,SPEAKER_2,131.6,132.3,0.7,Through an ad.,Customer
CALL001,37,SPEAKER_1,134.5,136.9,2.4,"Uh, sorry, sir. Re-advertisement?",Agent
CALL001,38,SPEAKER_2,136.2,138.8,2.6,"Advertisement. Advertisement media, something.",Customer
CALL001,39,SPEAKER_1,139.6,140.9,1.3,"Okay, okay. Company, right?",Agent
CALL001,40,SPEAKER_2,142.0,142.4,0.4,Yeah.,Customer
CALL001,41,SPEAKER_1,144.4,150.2,5.8,"Sir, what made you feel interested in subscribing to this adventure event?",Agent
CALL001,42,SPEAKER_2,150.8,151.7,0.9,Just the thrill.,Customer
CALL001,43,SPEAKER_1,153.0,153.7,0.7,Just the thrill?,Agent
CALL001,44,SPEAKER_2,154.3,157.8,3.5,"Really, really. I was just curious to do it.",Customer
CALL001,45,SPEAKER_1,158.3,166.3,8.0,"Okay, okay. Sir, before booking Mahindra Adventure, did you check out any outdoor experiences?",Agent
CALL001,46,SPEAKER_2,159.7,160.1,0.4,Okay.,Customer
CALL001,47,SPEAKER_2,167.1,167.8,0.7,"No, no.",Customer
CALL001,48,SPEAKER_1,168.1,179.4,11.3,"No? Okay, sir. Sir, while you were exploring and deciding, who influenced your decision the most? Was it you, your spouse, kids, friends, or someone else?",Agent
CALL001,49,SPEAKER_2,169.7,169.9,0.2,Hello.,Customer
CALL001,50,SPEAKER_2,180.6,182.2,1.6,"Yes, myself and my spouse.",Customer
CALL001,51,SPEAKER_1,182.3,189.9,7.6,"Yourself,  right?  Okay.  Sir,  according  to  you,  how  early  should  we  inform  you  before  an  adventure event?",Agent
CALL001,52,SPEAKER_2,191.9,192.5,0.6,Two months.,Customer
CALL001,53,SPEAKER_1,193.2,193.9,0.7,Two months.,Agent
CALL001,54,SPEAKER_1,195.8,203.6,7.8,"Okay. Sir, what is the one thing that will make you more likely to subscribe to our adventure event in the future again?",Agent
CALL001,55,SPEAKER_2,204.3,204.6,0.3,Hello.,Customer
CALL001,56,SPEAKER_2,205.6,207.9,2.3,Already subscribed. Already subscribed.,Customer
CALL001,57,SPEAKER_1,208.3,213.7,5.4,"Already subscribed? Okay. Yes, sir. Thank you, sir. Have a nice day. You're welcome.",Agent
CALL001,58,SPEAKER_2,214.4,215.7,1.3,I'm better.,Customer
