output_version,output_generated_at,call_id,turn_id,speaker,start_time_sec,end_time_sec,duration_sec,utterance,role
run_003,2026-07-02T16:35:33,CALL003,50,SPEAKER_1,185.3,187.0,1.7,"Okay, yes.",Agent
run_003,2026-07-02T16:35:33,CALL003,51,SPEAKER_2,186.2,201.4,15.2,"No, I didn't face that many obstacles. Instead, the in-house event you did in Igatpuri was much, much",Customer
run_003,2026-07-02T16:35:33,CALL003,52,SPEAKER_1,192.8,195.0,2.2,"Yes, yes, yes. It is quite different from that.",Agent
run_003,2026-07-02T16:35:33,CALL003,53,SPEAKER_1,196.4,197.0,0.6,Hmm.,Agent
run_003,2026-07-02T16:35:33,CALL003,54,SPEAKER_1,197.9,198.4,0.5,Okay.,Agent
run_003,2026-07-02T16:35:33,CALL003,55,SPEAKER_1,199.5,199.8,0.3,Hmm.,Agent
run_003,2026-07-02T16:35:33,CALL003,56,SPEAKER_1,200.4,200.8,0.4,Yes.,Agent
run_003,2026-07-02T16:35:33,CALL003,57,SPEAKER_2,202.0,205.5,3.5,"We had to pay, no doubt, but it was very good. The car was also fine.",Customer
run_003,2026-07-02T16:35:33,CALL003,58,SPEAKER_1,202.2,202.7,0.5,Okay.,Agent
run_003,2026-07-02T16:35:33,CALL003,59,SPEAKER_1,206.0,207.6,1.6,"Yes, exactly. Okay.",Agent
run_003,2026-07-02T16:35:33,CALL003,60,SPEAKER_2,206.7,236.7,30.0,"We were given a rock there. We both attended it. That was much, much better. No, you were calling all",Customer
run_003,2026-07-02T16:35:33,CALL003,61,SPEAKER_2,236.7,243.3,6.6,"Yes, that's right. We didn't attend the events. Later, their Konkan Great Escape also happened, but we",Customer
run_003,2026-07-02T16:35:33,CALL003,62,SPEAKER_1,209.3,210.0,0.7,Okay.,Agent
run_003,2026-07-02T16:35:33,CALL003,63,SPEAKER_1,211.6,212.6,1.0,"Okay, correct.",Agent
run_003,2026-07-02T16:35:33,CALL003,64,SPEAKER_1,215.5,215.8,0.3,Yes.,Agent
run_003,2026-07-02T16:35:33,CALL003,65,SPEAKER_1,222.7,223.0,0.3,Yes.,Agent
run_003,2026-07-02T16:35:33,CALL003,66,SPEAKER_1,224.8,225.3,0.5,Yes.,Agent
run_003,2026-07-02T16:35:33,CALL003,67,SPEAKER_1,230.4,231.2,0.8,"Okay, yes.",Agent
run_003,2026-07-02T16:35:33,CALL003,68,SPEAKER_1,234.2,235.9,1.7,"Yes, definitely.",Agent
run_003,2026-07-02T16:35:33,CALL003,69,SPEAKER_1,238.0,239.0,1.0,"Yes, correct.",Agent
run_003,2026-07-02T16:35:33,CALL003,70,SPEAKER_1,244.0,255.2,11.2,"Okay. I want to ask, you became interested in subscribing and booking, right? What was the reason you",Agent
run_003,2026-07-02T16:35:33,CALL003,71,SPEAKER_2,250.9,251.2,0.3,What?,Customer
run_003,2026-07-02T16:35:33,CALL003,72,SPEAKER_2,252.7,273.6,20.9,We attended Igatpuri on our own. They did a trail hunt in Nashik. They also told us the trail hunt was,Customer
run_003,2026-07-02T16:35:33,CALL003,73,SPEAKER_1,256.1,256.4,0.3,Yes.,Agent
run_003,2026-07-02T16:35:33,CALL003,74,SPEAKER_1,258.2,259.7,1.5,"Okay, it was done by myself.",Agent
run_003,2026-07-02T16:35:33,CALL003,75,SPEAKER_1,261.7,263.0,1.3,"Okay, yes, yes.",Agent
run_003,2026-07-02T16:35:33,CALL003,76,SPEAKER_1,264.0,264.6,0.6,Okay.,Agent
run_003,2026-07-02T16:35:33,CALL003,77,SPEAKER_1,265.1,265.8,0.7,Okay.,Agent
run_003,2026-07-02T16:35:33,CALL003,78,SPEAKER_1,266.1,266.7,0.6,Exactly.,Agent
run_003,2026-07-02T16:35:33,CALL003,79,SPEAKER_1,268.9,269.4,0.5,Hmm.,Agent
run_003,2026-07-02T16:35:33,CALL003,80,SPEAKER_1,272.8,272.9,0.1,Okay.,Agent
run_003,2026-07-02T16:35:33,CALL003,81,SPEAKER_1,274.1,282.9,8.8,"Regarding the booking you made for Mahindra's Adventure, did you check any outdoor experiences",Agent
run_003,2026-07-02T16:35:33,CALL003,82,SPEAKER_2,283.1,284.0,0.9,"No, no, no.",Customer
run_003,2026-07-02T16:35:33,CALL003,83,SPEAKER_1,284.7,287.9,3.2,"So, you didn't check any outdoor experiences, right?",Agent
run_003,2026-07-02T16:35:33,CALL003,84,SPEAKER_2,288.3,288.8,0.5,No.,Customer
run_003,2026-07-02T16:35:33,CALL003,85,SPEAKER_1,289.2,301.7,12.5,"Okay.  The  experience  you  had,  right?  The  plan  you  made  for  the  adventure—who  influenced  that",Agent
run_003,2026-07-02T16:35:33,CALL003,86,SPEAKER_2,304.1,305.4,1.3,"For that decision, influence...",Customer
run_003,2026-07-02T16:35:33,CALL003,87,SPEAKER_1,304.3,307.1,2.8,Who influenced that decision?,Agent
run_003,2026-07-02T16:35:33,CALL003,88,SPEAKER_2,307.9,310.1,2.2,Is it someone from your side or someone from our side?,Customer
run_003,2026-07-02T16:35:33,CALL003,89,SPEAKER_1,310.4,316.4,6.0,"No, no. Among your family, did anyone influence you the most for this decision?",Agent
run_003,2026-07-02T16:35:33,CALL003,90,SPEAKER_2,315.8,334.2,18.4,Both of us—my husband and I—we are adventure lovers. We like it. I personally do bike rides too. We,Customer
run_003,2026-07-02T16:35:33,CALL003,91,SPEAKER_1,321.9,322.8,0.9,"Yes, yes, yes.",Agent
run_003,2026-07-02T16:35:33,CALL003,92,SPEAKER_1,324.7,325.6,0.9,Okay.,Agent
run_003,2026-07-02T16:35:33,CALL003,93,SPEAKER_1,326.0,326.4,0.4,Yes.,Agent
run_003,2026-07-02T16:35:33,CALL003,94,SPEAKER_1,327.3,328.0,0.7,Okay.,Agent
run_003,2026-07-02T16:35:33,CALL003,95,SPEAKER_1,329.6,330.2,0.6,Okay.,Agent
run_003,2026-07-02T16:35:33,CALL003,96,SPEAKER_1,331.7,332.1,0.4,Time.,Agent
run_003,2026-07-02T16:35:33,CALL003,97,SPEAKER_1,333.1,338.5,5.4,"Yes, okay. So, you mean you took this decision because of your husband's influence.",Agent
run_003,2026-07-02T16:35:33,CALL003,98,SPEAKER_2,334.4,334.6,0.2,Okay.,Customer
run_003,2026-07-02T16:35:33,CALL003,99,SPEAKER_2,337.6,341.4,3.8,"Yes, but I was driving a Royal Enfield myself.",Customer
run_003,2026-07-02T16:35:33,CALL003,100,SPEAKER_1,340.9,342.9,2.0,"Okay, it was good to hear.",Agent
run_003,2026-07-02T16:35:33,CALL003,101,SPEAKER_2,341.8,346.9,5.1,It felt very good. We are still riding three hundred kilometers.,Customer
run_003,2026-07-02T16:35:33,CALL003,102,SPEAKER_1,343.3,343.7,0.4,Okay.,Agent
run_003,2026-07-02T16:35:33,CALL003,103,SPEAKER_1,345.5,348.8,3.3,"Okay, okay, very good.",Agent
run_003,2026-07-02T16:35:33,CALL003,104,SPEAKER_2,347.3,351.6,4.3,"Four years ago, we really liked doing all this.",Customer
run_003,2026-07-02T16:35:33,CALL003,105,SPEAKER_1,350.2,350.6,0.4,Yes.,Agent
run_003,2026-07-02T16:35:33,CALL003,106,SPEAKER_1,352.0,364.7,12.7,"Oh no, it felt good to hear that, Miss Priyanka. Regarding these events, how many days in advance",Agent
run_003,2026-07-02T16:35:33,CALL003,107,SPEAKER_2,365.2,367.8,2.6,It is enough if you inform us about a month in advance.,Customer
run_003,2026-07-02T16:35:33,CALL003,108,SPEAKER_1,368.3,369.4,1.1,A month in advance.,Agent
run_003,2026-07-02T16:35:33,CALL003,109,SPEAKER_2,368.4,387.1,18.7,"Yes, maintain transparency. For example, if you are getting fifty cars for an event, let us know how",Customer
run_003,2026-07-02T16:35:33,CALL003,110,SPEAKER_1,371.1,371.6,0.5,Yes.,Agent
run_003,2026-07-02T16:35:33,CALL003,111,SPEAKER_1,378.3,378.9,0.6,Yes.,Agent
run_003,2026-07-02T16:35:33,CALL003,112,SPEAKER_1,387.1,387.9,0.8,"Oh, exactly.",Agent
run_003,2026-07-02T16:35:33,CALL003,113,SPEAKER_2,387.3,398.0,10.7,"Correct. Half the time, I spend lining up when there are so many people. At least limit the number of",Customer
run_003,2026-07-02T16:35:33,CALL003,114,SPEAKER_1,393.0,393.4,0.4,Yes.,Agent
run_003,2026-07-02T16:35:33,CALL003,115,SPEAKER_2,398.1,405.9,7.8,"I'll tell you my personal experience. When I'm taking fifty vehicles on a single track, it takes a lot of",Customer
run_003,2026-07-02T16:35:33,CALL003,116,SPEAKER_1,398.3,399.2,0.9,"Yes, correct.",Agent
run_003,2026-07-02T16:35:33,CALL003,117,SPEAKER_1,399.6,400.1,0.5,Hmm.,Agent
run_003,2026-07-02T16:35:33,CALL003,118,SPEAKER_1,401.2,402.3,1.1,"Yes, exactly.",Agent
run_003,2026-07-02T16:35:33,CALL003,119,SPEAKER_1,406.5,410.4,3.9,"Oh, exactly, exactly. That's how it is.",Agent
run_003,2026-07-02T16:35:33,CALL003,120,SPEAKER_2,407.1,426.9,19.8,"Yes, that's right. If you're keeping it for two days, send one group to one track and another group to",Customer
run_003,2026-07-02T16:35:33,CALL003,121,SPEAKER_1,418.8,419.6,0.8,"Okay, correct.",Agent
run_003,2026-07-02T16:35:33,CALL003,122,SPEAKER_1,422.6,424.6,2.0,"Yes, coordination is needed. Yes, exactly.",Agent
run_003,2026-07-02T16:35:33,CALL003,123,SPEAKER_1,426.9,427.8,0.9,"Yes, correct.",Agent
run_003,2026-07-02T16:35:33,CALL003,124,SPEAKER_2,427.3,431.9,4.6,"Exactly. Then the fun is lost. Half the time, our last event was spent lining up.",Customer
run_003,2026-07-02T16:35:33,CALL003,125,SPEAKER_1,432.4,434.0,1.6,"Oh, exactly.",Agent
run_003,2026-07-02T16:35:33,CALL003,126,SPEAKER_2,433.0,436.0,3.0,The train went there by mistake. That's what happened.,Customer
run_003,2026-07-02T16:35:33,CALL003,127,SPEAKER_1,435.7,439.4,3.7,"Yes, I understand, Ma'am.",Agent
run_003,2026-07-02T16:35:33,CALL003,128,SPEAKER_2,438.1,446.4,8.3,"Yes, you can understand. At least have two different tracks or limit the number of cars.",Customer
run_003,2026-07-02T16:35:33,CALL003,129,SPEAKER_1,439.8,440.1,0.3,Yes.,Agent
run_003,2026-07-02T16:35:33,CALL003,130,SPEAKER_1,441.8,442.3,0.5,Yes.,Agent
run_003,2026-07-02T16:35:33,CALL003,131,SPEAKER_1,444.2,444.8,0.6,"Yes, definitely.",Agent
run_003,2026-07-02T16:35:33,CALL003,132,SPEAKER_1,446.9,460.6,13.7,"Yes, definitely. My last question is, what can we do to encourage you to subscribe to future adventure",Agent
run_003,2026-07-02T16:35:33,CALL003,133,SPEAKER_1,461.8,463.7,1.9,What do you feel?,Agent
run_003,2026-07-02T16:35:33,CALL003,134,SPEAKER_2,462.6,467.7,5.1,You should increase the number of tracks or obstacle training a bit.,Customer
run_003,2026-07-02T16:35:33,CALL003,135,SPEAKER_1,468.1,468.7,0.6,Okay.,Agent
run_003,2026-07-02T16:35:33,CALL003,136,SPEAKER_2,468.6,498.6,30.0,"It would feel good. The adventurous part is important. I saw you are also organizing events in Ladakh,",Customer
run_003,2026-07-02T16:35:33,CALL003,137,SPEAKER_2,498.6,499.9,1.3,It is good.,Customer
run_003,2026-07-02T16:35:33,CALL003,138,SPEAKER_1,471.1,472.2,1.1,"Okay, okay.",Agent
run_003,2026-07-02T16:35:33,CALL003,139,SPEAKER_1,473.0,473.4,0.4,Yes.,Agent
run_003,2026-07-02T16:35:33,CALL003,140,SPEAKER_1,478.3,478.8,0.5,Oh.,Agent
run_003,2026-07-02T16:35:33,CALL003,141,SPEAKER_1,480.3,481.2,0.9,"Yes, not that far.",Agent
run_003,2026-07-02T16:35:33,CALL003,142,SPEAKER_1,482.8,483.2,0.4,Yes.,Agent
run_003,2026-07-02T16:35:33,CALL003,143,SPEAKER_1,486.4,486.7,0.3,Hmm.,Agent
run_003,2026-07-02T16:35:33,CALL003,144,SPEAKER_1,487.8,488.8,1.0,"Yes, definitely.",Agent
run_003,2026-07-02T16:35:33,CALL003,145,SPEAKER_1,492.6,493.0,0.4,Yes.,Agent
run_003,2026-07-02T16:35:33,CALL003,146,SPEAKER_1,497.9,498.7,0.8,"Yes, nearby.",Agent
run_003,2026-07-02T16:35:33,CALL003,147,SPEAKER_1,499.9,503.2,3.3,"Yes, exactly. I will mention it here.",Agent
run_003,2026-07-02T16:35:33,CALL003,148,SPEAKER_2,502.1,512.3,10.2,"Yes, it was there too. Yes, definitely.",Customer
run_003,2026-07-02T16:35:33,CALL003,149,SPEAKER_1,505.6,509.2,3.6,"Yes, it was there too. It's perfectly fine.",Agent
run_003,2026-07-02T16:35:33,CALL003,150,SPEAKER_1,511.4,515.9,4.5,"Yes, definitely. It is available for us in Igatpuri.",Agent
run_003,2026-07-02T16:35:33,CALL003,151,SPEAKER_2,513.6,518.0,4.4,"Pune is very easy for us, and there are plenty of offbeat places.",Customer
run_003,2026-07-02T16:35:33,CALL003,152,SPEAKER_1,518.6,537.0,18.4,"Yes, definitely, Ma'am. Miss Priyanka, your feedback has been completed. Thank you very much for",Agent
run_003,2026-07-02T16:35:33,CALL003,153,SPEAKER_2,519.6,519.8,0.2,Yes.,Customer
