sop_call_type,agent_id,agent_name,agent_name_confidence,agent_identity_source,call_id,item_id,rank,candidate_id,turn_ids,agent_turn_id,candidate_type,retrieval_query,agent_text_for_retrieval,candidate_text,context_text_for_evaluation,key_match_score,retrieval_score,combined_score,retrieval_method,retrieval_error
Other,A007,Sneha,High,registry_name_match,CALL007,SOP003,3,AW0022,"40,41,42,43,44,45,46",41,agent_anchored_window,We are conducting a short feedback exercise to understand customer preferences for Adventure experiences. This will help us improve future events. The call will take about 8–10 minutes. Your responses will be kept confidential and used only for analysis purposes.,"Sir, can I know the name of that adventure?","[154.2 - 157.4] Agent: Okay, you had seen it on Instagram itself. Instagram, okay.
[159.1 - 162.2] Agent: Sir, can I know the name of that adventure?
[163.3 - 168.2] Customer: I don't remember the name right now. Please check your calendar once more to see what was said to you.
[165.4 - 166.1] Agent: Now, once on your own...
[169.1 - 180.0] Agent: Okay. And sir, whenever you canceled the plan, were you also watching any other event or outdoor experiences at that time?
[180.4 - 182.5] Customer: No, ma'am, I don't want any other order.
[182.8 - 199.1] Agent: They were not visible, okay. So, sir, what do you think? I mean, by when should we inform you if the adventure event is ongoing? Should we inform you less than one week, one to two weeks, two to four weeks, or...","[154.2 - 157.4] Agent: Okay, you had seen it on Instagram itself. Instagram, okay.
[159.1 - 162.2] Agent: Sir, can I know the name of that adventure?
[163.3 - 168.2] Customer: I don't remember the name right now. Please check your calendar once more to see what was said to you.
[165.4 - 166.1] Agent: Now, once on your own...
[169.1 - 180.0] Agent: Okay. And sir, whenever you canceled the plan, were you also watching any other event or outdoor experiences at that time?
[180.4 - 182.5] Customer: No, ma'am, I don't want any other order.
[182.8 - 199.1] Agent: They were not visible, okay. So, sir, what do you think? I mean, by when should we inform you if the adventure event is ongoing? Should we inform you less than one week, one to two weeks, two to four weeks, or...",0.0745,0.4248,0.3022,azure_openai,
Other,A007,Sneha,High,registry_name_match,CALL007,SOP003,4,AW0035,"63,64,65",64,agent_anchored_window,We are conducting a short feedback exercise to understand customer preferences for Adventure experiences. This will help us improve future events. The call will take about 8–10 minutes. Your responses will be kept confidential and used only for analysis purposes.,"Okay, Sharma ji, so I will mention your feedback here. It was nice talking to you, sir. Thank you very much for your valuable time. Have a good day.","[275.3 - 275.9] Agent: Okay.
[277.3 - 285.8] Agent: Okay, Sharma ji, so I will mention your feedback here. It was nice talking to you, sir. Thank you very much for your valuable time. Have a good day.
[286.3 - 287.0] Customer: Thank you, ma'am. Okay.","[275.3 - 275.9] Agent: Okay.
[277.3 - 285.8] Agent: Okay, Sharma ji, so I will mention your feedback here. It was nice talking to you, sir. Thank you very much for your valuable time. Have a good day.
[286.3 - 287.0] Customer: Thank you, ma'am. Okay.",0.1847,0.31,0.2661,azure_openai,
Other,A007,Sneha,High,registry_name_match,CALL007,SOP004,1,AW0006,"10,11,12,13,14,15,16",11,agent_anchored_window,May I know your age?,"Sir, I would like to get your basic details, such as your age.","[36.4 - 37.1] Agent: So...
[38.7 - 42.3] Agent: Sir, I would like to get your basic details, such as your age.
[43.1 - 43.8] Customer: Forty.
[44.6 - 47.1] Agent: Forty. And sir, your profession?
[48.4 - 51.1] Customer: Yes, I am in the telecom industry, ma'am.
[52.6 - 55.4] Agent: Okay. And sir, how many members are there in your family?
[57.1 - 57.8] Customer: Which number is this?","[36.4 - 37.1] Agent: So...
[38.7 - 42.3] Agent: Sir, I would like to get your basic details, such as your age.
[43.1 - 43.8] Customer: Forty.
[44.6 - 47.1] Agent: Forty. And sir, your profession?
[48.4 - 51.1] Customer: Yes, I am in the telecom industry, ma'am.
[52.6 - 55.4] Agent: Okay. And sir, how many members are there in your family?
[57.1 - 57.8] Customer: Which number is this?",0.5397,0.6104,0.5857,azure_openai,
Other,A007,Sneha,High,registry_name_match,CALL007,SOP004,2,AW0022,"40,41,42,43,44,45,46",41,agent_anchored_window,May I know your age?,"Sir, can I know the name of that adventure?","[154.2 - 157.4] Agent: Okay, you had seen it on Instagram itself. Instagram, okay.
[159.1 - 162.2] Agent: Sir, can I know the name of that adventure?
[163.3 - 168.2] Customer: I don't remember the name right now. Please check your calendar once more to see what was said to you.
[165.4 - 166.1] Agent: Now, once on your own...
[169.1 - 180.0] Agent: Okay. And sir, whenever you canceled the plan, were you also watching any other event or outdoor experiences at that time?
[180.4 - 182.5] Customer: No, ma'am, I don't want any other order.
[182.8 - 199.1] Agent: They were not visible, okay. So, sir, what do you think? I mean, by when should we inform you if the adventure event is ongoing? Should we inform you less than one week, one to two weeks, two to four weeks, or...","[154.2 - 157.4] Agent: Okay, you had seen it on Instagram itself. Instagram, okay.
[159.1 - 162.2] Agent: Sir, can I know the name of that adventure?
[163.3 - 168.2] Customer: I don't remember the name right now. Please check your calendar once more to see what was said to you.
[165.4 - 166.1] Agent: Now, once on your own...
[169.1 - 180.0] Agent: Okay. And sir, whenever you canceled the plan, were you also watching any other event or outdoor experiences at that time?
[180.4 - 182.5] Customer: No, ma'am, I don't want any other order.
[182.8 - 199.1] Agent: They were not visible, okay. So, sir, what do you think? I mean, by when should we inform you if the adventure event is ongoing? Should we inform you less than one week, one to two weeks, two to four weeks, or...",0.4083,0.3399,0.3638,azure_openai,
Other,A007,Sneha,High,registry_name_match,CALL007,SOP004,3,AW0007,"12,13,14,15,16,17,18",13,agent_anchored_window,May I know your age?,"Forty. And sir, your profession?","[43.1 - 43.8] Customer: Forty.
[44.6 - 47.1] Agent: Forty. And sir, your profession?
[48.4 - 51.1] Customer: Yes, I am in the telecom industry, ma'am.
[52.6 - 55.4] Agent: Okay. And sir, how many members are there in your family?
[57.1 - 57.8] Customer: Which number is this?
[58.6 - 62.0] Agent: Three members. And sir, which four-wheeler vehicle do you have?
[62.6 - 64.5] Customer: Ma'am, I have a Mahindra Thar, a four-wheeler.","[43.1 - 43.8] Customer: Forty.
[44.6 - 47.1] Agent: Forty. And sir, your profession?
[48.4 - 51.1] Customer: Yes, I am in the telecom industry, ma'am.
[52.6 - 55.4] Agent: Okay. And sir, how many members are there in your family?
[57.1 - 57.8] Customer: Which number is this?
[58.6 - 62.0] Agent: Three members. And sir, which four-wheeler vehicle do you have?
[62.6 - 64.5] Customer: Ma'am, I have a Mahindra Thar, a four-wheeler.",0.2542,0.3897,0.3423,azure_openai,
Other,A007,Sneha,High,registry_name_match,CALL007,SOP004,4,AW0008,"14,15,16,17,18,19,20",15,agent_anchored_window,May I know your age?,"Okay. And sir, how many members are there in your family?","[48.4 - 51.1] Customer: Yes, I am in the telecom industry, ma'am.
[52.6 - 55.4] Agent: Okay. And sir, how many members are there in your family?
[57.1 - 57.8] Customer: Which number is this?
[58.6 - 62.0] Agent: Three members. And sir, which four-wheeler vehicle do you have?
[62.6 - 64.5] Customer: Ma'am, I have a Mahindra Thar, a four-wheeler.
[65.1 - 66.1] Agent: Mahindra Thar.
[66.9 - 67.3] Customer: Hmm hmm.","[48.4 - 51.1] Customer: Yes, I am in the telecom industry, ma'am.
[52.6 - 55.4] Agent: Okay. And sir, how many members are there in your family?
[57.1 - 57.8] Customer: Which number is this?
[58.6 - 62.0] Agent: Three members. And sir, which four-wheeler vehicle do you have?
[62.6 - 64.5] Customer: Ma'am, I have a Mahindra Thar, a four-wheeler.
[65.1 - 66.1] Agent: Mahindra Thar.
[66.9 - 67.3] Customer: Hmm hmm.",0.2459,0.3536,0.3159,azure_openai,
Other,A007,Sneha,High,registry_name_match,CALL007,SOP005,1,AW0007,"12,13,14,15,16,17,18",13,agent_anchored_window,What is your profession?,"Forty. And sir, your profession?","[43.1 - 43.8] Customer: Forty.
[44.6 - 47.1] Agent: Forty. And sir, your profession?
[48.4 - 51.1] Customer: Yes, I am in the telecom industry, ma'am.
[52.6 - 55.4] Agent: Okay. And sir, how many members are there in your family?
[57.1 - 57.8] Customer: Which number is this?
[58.6 - 62.0] Agent: Three members. And sir, which four-wheeler vehicle do you have?
[62.6 - 64.5] Customer: Ma'am, I have a Mahindra Thar, a four-wheeler.","[43.1 - 43.8] Customer: Forty.
[44.6 - 47.1] Agent: Forty. And sir, your profession?
[48.4 - 51.1] Customer: Yes, I am in the telecom industry, ma'am.
[52.6 - 55.4] Agent: Okay. And sir, how many members are there in your family?
[57.1 - 57.8] Customer: Which number is this?
[58.6 - 62.0] Agent: Three members. And sir, which four-wheeler vehicle do you have?
[62.6 - 64.5] Customer: Ma'am, I have a Mahindra Thar, a four-wheeler.",0.5577,0.5826,0.5739,azure_openai,
Other,A007,Sneha,High,registry_name_match,CALL007,SOP005,2,AW0006,"10,11,12,13,14,15,16",11,agent_anchored_window,What is your profession?,"Sir, I would like to get your basic details, such as your age.","[36.4 - 37.1] Agent: So...
[38.7 - 42.3] Agent: Sir, I would like to get your basic details, such as your age.
[43.1 - 43.8] Customer: Forty.
[44.6 - 47.1] Agent: Forty. And sir, your profession?
[48.4 - 51.1] Customer: Yes, I am in the telecom industry, ma'am.
[52.6 - 55.4] Agent: Okay. And sir, how many members are there in your family?
[57.1 - 57.8] Customer: Which number is this?","[36.4 - 37.1] Agent: So...
[38.7 - 42.3] Agent: Sir, I would like to get your basic details, such as your age.
[43.1 - 43.8] Customer: Forty.
[44.6 - 47.1] Agent: Forty. And sir, your profession?
[48.4 - 51.1] Customer: Yes, I am in the telecom industry, ma'am.
[52.6 - 55.4] Agent: Okay. And sir, how many members are there in your family?
[57.1 - 57.8] Customer: Which number is this?",0.2607,0.3236,0.3016,azure_openai,
Other,A007,Sneha,High,registry_name_match,CALL007,SOP005,3,AW0008,"14,15,16,17,18,19,20",15,agent_anchored_window,What is your profession?,"Okay. And sir, how many members are there in your family?","[48.4 - 51.1] Customer: Yes, I am in the telecom industry, ma'am.
[52.6 - 55.4] Agent: Okay. And sir, how many members are there in your family?
[57.1 - 57.8] Customer: Which number is this?
[58.6 - 62.0] Agent: Three members. And sir, which four-wheeler vehicle do you have?
[62.6 - 64.5] Customer: Ma'am, I have a Mahindra Thar, a four-wheeler.
[65.1 - 66.1] Agent: Mahindra Thar.
[66.9 - 67.3] Customer: Hmm hmm.","[48.4 - 51.1] Customer: Yes, I am in the telecom industry, ma'am.
[52.6 - 55.4] Agent: Okay. And sir, how many members are there in your family?
[57.1 - 57.8] Customer: Which number is this?
[58.6 - 62.0] Agent: Three members. And sir, which four-wheeler vehicle do you have?
[62.6 - 64.5] Customer: Ma'am, I have a Mahindra Thar, a four-wheeler.
[65.1 - 66.1] Agent: Mahindra Thar.
[66.9 - 67.3] Customer: Hmm hmm.",0.2654,0.2784,0.2738,azure_openai,
Other,A007,Sneha,High,registry_name_match,CALL007,SOP005,4,AW0025,"45,46,47,48,49,50,51",46,agent_anchored_window,What is your profession?,"They were not visible, okay. So, sir, what do you think? I mean, by when should we inform you if the adventure event is ongoing? Should we inform you less than one week, one to two weeks, two to four weeks, or...","[180.4 - 182.5] Customer: No, ma'am, I don't want any other order.
[182.8 - 199.1] Agent: They were not visible, okay. So, sir, what do you think? I mean, by when should we inform you if the adventure event is ongoing? Should we inform you less than one week, one to two weeks, two to four weeks, or...
[198.0 - 199.0] Customer: Then I also said four.
[199.1 - 211.6] Customer: You  should  inform  about  the  four-week  package  in  advance,  meaning  that  such  an  event  is  being planned. If it doesn't happen at the last moment, then people are unable to plan accordingly. If you inform at the last moment, then some other plan also comes up along with it, right?
[203.6 - 203.9] Agent: No, no.
[212.1 - 216.1] Agent: Right, so we should inform you four weeks in advance, right? We should inform you.
[215.4 - 215.6] Customer: Yes.","[180.4 - 182.5] Customer: No, ma'am, I don't want any other order.
[182.8 - 199.1] Agent: They were not visible, okay. So, sir, what do you think? I mean, by when should we inform you if the adventure event is ongoing? Should we inform you less than one week, one to two weeks, two to four weeks, or...
[198.0 - 199.0] Customer: Then I also said four.
[199.1 - 211.6] Customer: You  should  inform  about  the  four-week  package  in  advance,  meaning  that  such  an  event  is  being planned. If it doesn't happen at the last moment, then people are unable to plan accordingly. If you inform at the last moment, then some other plan also comes up along with it, right?
[203.6 - 203.9] Agent: No, no.
[212.1 - 216.1] Agent: Right, so we should inform you four weeks in advance, right? We should inform you.
[215.4 - 215.6] Customer: Yes.",0.4178,0.1261,0.2282,azure_openai,
Other,A007,Sneha,High,registry_name_match,CALL007,SOP006,1,AW0008,"14,15,16,17,18,19,20",15,agent_anchored_window,How many people are there in your family?,"Okay. And sir, how many members are there in your family?","[48.4 - 51.1] Customer: Yes, I am in the telecom industry, ma'am.
[52.6 - 55.4] Agent: Okay. And sir, how many members are there in your family?
[57.1 - 57.8] Customer: Which number is this?
[58.6 - 62.0] Agent: Three members. And sir, which four-wheeler vehicle do you have?
[62.6 - 64.5] Customer: Ma'am, I have a Mahindra Thar, a four-wheeler.
[65.1 - 66.1] Agent: Mahindra Thar.
[66.9 - 67.3] Customer: Hmm hmm.","[48.4 - 51.1] Customer: Yes, I am in the telecom industry, ma'am.
[52.6 - 55.4] Agent: Okay. And sir, how many members are there in your family?
[57.1 - 57.8] Customer: Which number is this?
[58.6 - 62.0] Agent: Three members. And sir, which four-wheeler vehicle do you have?
[62.6 - 64.5] Customer: Ma'am, I have a Mahindra Thar, a four-wheeler.
[65.1 - 66.1] Agent: Mahindra Thar.
[66.9 - 67.3] Customer: Hmm hmm.",0.8477,0.6991,0.7511,azure_openai,
Other,A007,Sneha,High,registry_name_match,CALL007,SOP006,2,AW0006,"10,11,12,13,14,15,16",11,agent_anchored_window,How many people are there in your family?,"Sir, I would like to get your basic details, such as your age.","[36.4 - 37.1] Agent: So...
[38.7 - 42.3] Agent: Sir, I would like to get your basic details, such as your age.
[43.1 - 43.8] Customer: Forty.
[44.6 - 47.1] Agent: Forty. And sir, your profession?
[48.4 - 51.1] Customer: Yes, I am in the telecom industry, ma'am.
[52.6 - 55.4] Agent: Okay. And sir, how many members are there in your family?
[57.1 - 57.8] Customer: Which number is this?","[36.4 - 37.1] Agent: So...
[38.7 - 42.3] Agent: Sir, I would like to get your basic details, such as your age.
[43.1 - 43.8] Customer: Forty.
[44.6 - 47.1] Agent: Forty. And sir, your profession?
[48.4 - 51.1] Customer: Yes, I am in the telecom industry, ma'am.
[52.6 - 55.4] Agent: Okay. And sir, how many members are there in your family?
[57.1 - 57.8] Customer: Which number is this?",0.1796,0.265,0.2351,azure_openai,
