sop_call_type,agent_id,agent_name,agent_name_confidence,agent_identity_source,call_id,item_id,rank,candidate_id,turn_ids,agent_turn_id,candidate_type,retrieval_query,agent_text_for_retrieval,candidate_text,context_text_for_evaluation,key_match_score,retrieval_score,combined_score,retrieval_method,retrieval_error
Other,A006,Dheeraj,Medium,registry_name_match,CALL008,SOP003,3,AW0016,"30,31,32,33,34,35,36",31,agent_anchored_window,We are conducting a short feedback exercise to understand customer preferences for Adventure experiences. This will help us improve future events. The call will take about 8–10 minutes. Your responses will be kept confidential and used only for analysis purposes.,"Okay, so currently, are you looking for any outdoor experiences again for the event?","[138.5 - 139.0] Customer: Hmm.
[139.5 - 145.8] Agent: Okay, so currently, are you looking for any outdoor experiences again for the event?
[146.0 - 148.2] Customer: If there's something nearby, we'll take a walk.
[148.4 - 150.1] Agent: So, you are not considering anything right now.
[150.1 - 156.1] Customer: For  example,  the  one  from  Gwalior  was  also  a  thousand  kilometers  away  from  my  house,  so  I  had canceled that as well.
[156.8 - 159.9] Agent: Okay, so for now, you are not looking at it, right?
[159.9 - 160.4] Customer: No, no.","[138.5 - 139.0] Customer: Hmm.
[139.5 - 145.8] Agent: Okay, so currently, are you looking for any outdoor experiences again for the event?
[146.0 - 148.2] Customer: If there's something nearby, we'll take a walk.
[148.4 - 150.1] Agent: So, you are not considering anything right now.
[150.1 - 156.1] Customer: For  example,  the  one  from  Gwalior  was  also  a  thousand  kilometers  away  from  my  house,  so  I  had canceled that as well.
[156.8 - 159.9] Agent: Okay, so for now, you are not looking at it, right?
[159.9 - 160.4] Customer: No, no.",0.1392,0.3873,0.3005,azure_openai,
Other,A006,Dheeraj,Medium,registry_name_match,CALL008,SOP003,4,AW0024,"46,47,48,49",47,agent_anchored_window,We are conducting a short feedback exercise to understand customer preferences for Adventure experiences. This will help us improve future events. The call will take about 8–10 minutes. Your responses will be kept confidential and used only for analysis purposes.,"Okay. Thank you, sir. Almost all your feedback has been captured, and you took out your precious time to give feedback. Thank you very much for that, and have a good day.","[203.8 - 204.4] Customer: Hmm.
[204.9 - 212.8] Agent: Okay. Thank you, sir. Almost all your feedback has been captured, and you took out your precious time to give feedback. Thank you very much for that, and have a good day.
[214.1 - 214.8] Customer: Thank you.
[215.0 - 215.9] Agent: You're welcome, sir.","[203.8 - 204.4] Customer: Hmm.
[204.9 - 212.8] Agent: Okay. Thank you, sir. Almost all your feedback has been captured, and you took out your precious time to give feedback. Thank you very much for that, and have a good day.
[214.1 - 214.8] Customer: Thank you.
[215.0 - 215.9] Agent: You're welcome, sir.",0.1919,0.34,0.2882,azure_openai,
Other,A006,Dheeraj,Medium,registry_name_match,CALL008,SOP004,1,AW0003,"5,6,7,8,9,10,11",6,agent_anchored_window,May I know your age?,"Okay. So, for profile purposes, can I know, Kunal ji, what is your age?","[38.4 - 39.6] Customer: Yes, sir, please speak.
[40.2 - 45.2] Agent: Okay. So, for profile purposes, can I know, Kunal ji, what is your age?
[46.0 - 46.9] Customer: Twenty-seven.
[47.4 - 49.3] Agent: And do you have a job, or do you run a business?
[49.8 - 51.7] Customer: Sales employee business.
[52.0 - 55.2] Agent: Okay, it's a business. And how many members are there in your family, sir?
[57.2 - 58.0] Customer: Four people.","[38.4 - 39.6] Customer: Yes, sir, please speak.
[40.2 - 45.2] Agent: Okay. So, for profile purposes, can I know, Kunal ji, what is your age?
[46.0 - 46.9] Customer: Twenty-seven.
[47.4 - 49.3] Agent: And do you have a job, or do you run a business?
[49.8 - 51.7] Customer: Sales employee business.
[52.0 - 55.2] Agent: Okay, it's a business. And how many members are there in your family, sir?
[57.2 - 58.0] Customer: Four people.",0.7071,0.5649,0.6147,azure_openai,
Other,A006,Dheeraj,Medium,registry_name_match,CALL008,SOP004,2,AW0009,"17,18,19,20,21,22,23",18,agent_anchored_window,May I know your age?,"Instagram? Okay, on Instagram. For which location did you see it? If I may know.","[81.0 - 82.7] Customer: Add it too.
[82.5 - 86.8] Agent: Instagram? Okay, on Instagram. For which location did you see it? If I may know.
[87.5 - 89.4] Customer: At that time, it was probably from Nagaland.
[89.9 - 96.5] Agent: Nagaland. So, what kind of thing did you find interesting there that made you interested in that event? If I may know.
[99.4 - 101.0] Agent: As per the location.
[100.0 - 102.2] Customer: According to the location.
[103.1 - 105.4] Agent: So, did you like it based on the location?","[81.0 - 82.7] Customer: Add it too.
[82.5 - 86.8] Agent: Instagram? Okay, on Instagram. For which location did you see it? If I may know.
[87.5 - 89.4] Customer: At that time, it was probably from Nagaland.
[89.9 - 96.5] Agent: Nagaland. So, what kind of thing did you find interesting there that made you interested in that event? If I may know.
[99.4 - 101.0] Agent: As per the location.
[100.0 - 102.2] Customer: According to the location.
[103.1 - 105.4] Agent: So, did you like it based on the location?",0.4926,0.3244,0.3833,azure_openai,
Other,A006,Dheeraj,Medium,registry_name_match,CALL008,SOP004,3,AW0010,"19,20,21,22,23,24,25",20,agent_anchored_window,May I know your age?,"Nagaland. So, what kind of thing did you find interesting there that made you interested in that event? If I may know.","[87.5 - 89.4] Customer: At that time, it was probably from Nagaland.
[89.9 - 96.5] Agent: Nagaland. So, what kind of thing did you find interesting there that made you interested in that event? If I may know.
[99.4 - 101.0] Agent: As per the location.
[100.0 - 102.2] Customer: According to the location.
[103.1 - 105.4] Agent: So, did you like it based on the location?
[106.0 - 106.8] Customer: Hmm.
[107.5 - 116.4] Agent: According to the location. So, finally, you mean that the subscription you did was rejected. Can I know the reason, sir?","[87.5 - 89.4] Customer: At that time, it was probably from Nagaland.
[89.9 - 96.5] Agent: Nagaland. So, what kind of thing did you find interesting there that made you interested in that event? If I may know.
[99.4 - 101.0] Agent: As per the location.
[100.0 - 102.2] Customer: According to the location.
[103.1 - 105.4] Agent: So, did you like it based on the location?
[106.0 - 106.8] Customer: Hmm.
[107.5 - 116.4] Agent: According to the location. So, finally, you mean that the subscription you did was rejected. Can I know the reason, sir?",0.4801,0.2789,0.3493,azure_openai,
Other,A006,Dheeraj,Medium,registry_name_match,CALL008,SOP004,4,AW0013,"24,25,26,27,28,29,30",25,agent_anchored_window,May I know your age?,"According to the location. So, finally, you mean that the subscription you did was rejected. Can I know the reason, sir?","[106.0 - 106.8] Customer: Hmm.
[107.5 - 116.4] Agent: According to the location. So, finally, you mean that the subscription you did was rejected. Can I know the reason, sir?
[118.1 - 119.2] Customer: What?
[119.9 - 130.9] Agent: You had shown interest in the Thar—sorry, Mahindra event for adventures—but you rejected it. So, can I know the reason why you rejected it, sir?
[130.6 - 134.8] Customer: Sir, I think it was for ten to twelve days, so I couldn't make it for that long.
[135.4 - 137.8] Agent: Okay. It was a time issue, right?
[138.5 - 139.0] Customer: Hmm.","[106.0 - 106.8] Customer: Hmm.
[107.5 - 116.4] Agent: According to the location. So, finally, you mean that the subscription you did was rejected. Can I know the reason, sir?
[118.1 - 119.2] Customer: What?
[119.9 - 130.9] Agent: You had shown interest in the Thar—sorry, Mahindra event for adventures—but you rejected it. So, can I know the reason why you rejected it, sir?
[130.6 - 134.8] Customer: Sir, I think it was for ten to twelve days, so I couldn't make it for that long.
[135.4 - 137.8] Agent: Okay. It was a time issue, right?
[138.5 - 139.0] Customer: Hmm.",0.3489,0.2889,0.3099,azure_openai,
Other,A006,Dheeraj,Medium,registry_name_match,CALL008,SOP005,1,AW0003,"5,6,7,8,9,10,11",6,agent_anchored_window,What is your profession?,"Okay. So, for profile purposes, can I know, Kunal ji, what is your age?","[38.4 - 39.6] Customer: Yes, sir, please speak.
[40.2 - 45.2] Agent: Okay. So, for profile purposes, can I know, Kunal ji, what is your age?
[46.0 - 46.9] Customer: Twenty-seven.
[47.4 - 49.3] Agent: And do you have a job, or do you run a business?
[49.8 - 51.7] Customer: Sales employee business.
[52.0 - 55.2] Agent: Okay, it's a business. And how many members are there in your family, sir?
[57.2 - 58.0] Customer: Four people.","[38.4 - 39.6] Customer: Yes, sir, please speak.
[40.2 - 45.2] Agent: Okay. So, for profile purposes, can I know, Kunal ji, what is your age?
[46.0 - 46.9] Customer: Twenty-seven.
[47.4 - 49.3] Agent: And do you have a job, or do you run a business?
[49.8 - 51.7] Customer: Sales employee business.
[52.0 - 55.2] Agent: Okay, it's a business. And how many members are there in your family, sir?
[57.2 - 58.0] Customer: Four people.",0.642,0.31,0.4262,azure_openai,
Other,A006,Dheeraj,Medium,registry_name_match,CALL008,SOP005,2,AW0004,"7,8,9,10,11,12,13",8,agent_anchored_window,What is your profession?,"And do you have a job, or do you run a business?","[46.0 - 46.9] Customer: Twenty-seven.
[47.4 - 49.3] Agent: And do you have a job, or do you run a business?
[49.8 - 51.7] Customer: Sales employee business.
[52.0 - 55.2] Agent: Okay, it's a business. And how many members are there in your family, sir?
[57.2 - 58.0] Customer: Four people.
[58.6 - 63.6] Agent: There are four members. Can you tell me which car you have as a four-wheeler?
[64.9 - 67.5] Customer: It's a Brezza, and it's a Fortuner.","[46.0 - 46.9] Customer: Twenty-seven.
[47.4 - 49.3] Agent: And do you have a job, or do you run a business?
[49.8 - 51.7] Customer: Sales employee business.
[52.0 - 55.2] Agent: Okay, it's a business. And how many members are there in your family, sir?
[57.2 - 58.0] Customer: Four people.
[58.6 - 63.6] Agent: There are four members. Can you tell me which car you have as a four-wheeler?
[64.9 - 67.5] Customer: It's a Brezza, and it's a Fortuner.",0.087,0.4855,0.346,azure_openai,
Other,A006,Dheeraj,Medium,registry_name_match,CALL008,SOP005,3,AW0005,"9,10,11,12,13,14,15",10,agent_anchored_window,What is your profession?,"Okay, it's a business. And how many members are there in your family, sir?","[49.8 - 51.7] Customer: Sales employee business.
[52.0 - 55.2] Agent: Okay, it's a business. And how many members are there in your family, sir?
[57.2 - 58.0] Customer: Four people.
[58.6 - 63.6] Agent: There are four members. Can you tell me which car you have as a four-wheeler?
[64.9 - 67.5] Customer: It's a Brezza, and it's a Fortuner.
[67.5 - 68.3] Agent: Yes, it's great.
[70.2 - 80.3] Agent: Thar, Fortuner, and Brezza, right? So, can I know, for the first time, where did you get information about Mahindra's adventure events?","[49.8 - 51.7] Customer: Sales employee business.
[52.0 - 55.2] Agent: Okay, it's a business. And how many members are there in your family, sir?
[57.2 - 58.0] Customer: Four people.
[58.6 - 63.6] Agent: There are four members. Can you tell me which car you have as a four-wheeler?
[64.9 - 67.5] Customer: It's a Brezza, and it's a Fortuner.
[67.5 - 68.3] Agent: Yes, it's great.
[70.2 - 80.3] Agent: Thar, Fortuner, and Brezza, right? So, can I know, for the first time, where did you get information about Mahindra's adventure events?",0.2628,0.3246,0.303,azure_openai,
Other,A006,Dheeraj,Medium,registry_name_match,CALL008,SOP005,4,AW0010,"19,20,21,22,23,24,25",20,agent_anchored_window,What is your profession?,"Nagaland. So, what kind of thing did you find interesting there that made you interested in that event? If I may know.","[87.5 - 89.4] Customer: At that time, it was probably from Nagaland.
[89.9 - 96.5] Agent: Nagaland. So, what kind of thing did you find interesting there that made you interested in that event? If I may know.
[99.4 - 101.0] Agent: As per the location.
[100.0 - 102.2] Customer: According to the location.
[103.1 - 105.4] Agent: So, did you like it based on the location?
[106.0 - 106.8] Customer: Hmm.
[107.5 - 116.4] Agent: According to the location. So, finally, you mean that the subscription you did was rejected. Can I know the reason, sir?","[87.5 - 89.4] Customer: At that time, it was probably from Nagaland.
[89.9 - 96.5] Agent: Nagaland. So, what kind of thing did you find interesting there that made you interested in that event? If I may know.
[99.4 - 101.0] Agent: As per the location.
[100.0 - 102.2] Customer: According to the location.
[103.1 - 105.4] Agent: So, did you like it based on the location?
[106.0 - 106.8] Customer: Hmm.
[107.5 - 116.4] Agent: According to the location. So, finally, you mean that the subscription you did was rejected. Can I know the reason, sir?",0.2459,0.2429,0.244,azure_openai,
Other,A006,Dheeraj,Medium,registry_name_match,CALL008,SOP006,1,AW0005,"9,10,11,12,13,14,15",10,agent_anchored_window,How many people are there in your family?,"Okay, it's a business. And how many members are there in your family, sir?","[49.8 - 51.7] Customer: Sales employee business.
[52.0 - 55.2] Agent: Okay, it's a business. And how many members are there in your family, sir?
[57.2 - 58.0] Customer: Four people.
[58.6 - 63.6] Agent: There are four members. Can you tell me which car you have as a four-wheeler?
[64.9 - 67.5] Customer: It's a Brezza, and it's a Fortuner.
[67.5 - 68.3] Agent: Yes, it's great.
[70.2 - 80.3] Agent: Thar, Fortuner, and Brezza, right? So, can I know, for the first time, where did you get information about Mahindra's adventure events?","[49.8 - 51.7] Customer: Sales employee business.
[52.0 - 55.2] Agent: Okay, it's a business. And how many members are there in your family, sir?
[57.2 - 58.0] Customer: Four people.
[58.6 - 63.6] Agent: There are four members. Can you tell me which car you have as a four-wheeler?
[64.9 - 67.5] Customer: It's a Brezza, and it's a Fortuner.
[67.5 - 68.3] Agent: Yes, it's great.
[70.2 - 80.3] Agent: Thar, Fortuner, and Brezza, right? So, can I know, for the first time, where did you get information about Mahindra's adventure events?",0.8199,0.5721,0.6588,azure_openai,
Other,A006,Dheeraj,Medium,registry_name_match,CALL008,SOP006,2,AW0006,"11,12,13,14,15,16,17",12,agent_anchored_window,How many people are there in your family?,There are four members. Can you tell me which car you have as a four-wheeler?,"[57.2 - 58.0] Customer: Four people.
[58.6 - 63.6] Agent: There are four members. Can you tell me which car you have as a four-wheeler?
[64.9 - 67.5] Customer: It's a Brezza, and it's a Fortuner.
[67.5 - 68.3] Agent: Yes, it's great.
[70.2 - 80.3] Agent: Thar, Fortuner, and Brezza, right? So, can I know, for the first time, where did you get information about Mahindra's adventure events?
[72.5 - 72.8] Customer: And...
[81.0 - 82.7] Customer: Add it too.","[57.2 - 58.0] Customer: Four people.
[58.6 - 63.6] Agent: There are four members. Can you tell me which car you have as a four-wheeler?
[64.9 - 67.5] Customer: It's a Brezza, and it's a Fortuner.
[67.5 - 68.3] Agent: Yes, it's great.
[70.2 - 80.3] Agent: Thar, Fortuner, and Brezza, right? So, can I know, for the first time, where did you get information about Mahindra's adventure events?
[72.5 - 72.8] Customer: And...
[81.0 - 82.7] Customer: Add it too.",0.2745,0.3343,0.3134,azure_openai,
