output_version,output_generated_at,call_id,turn_id,speaker,start_time_sec,end_time_sec,duration_sec,utterance,role
run_003,2026-07-02T16:36:58,CALL004,51,SPEAKER_2,262.7,278.1,15.4,"Because we keep our schedule completely fixed, right? Yes, yes, right. Where to go, what to do. So at",Customer
run_003,2026-07-02T16:36:58,CALL004,52,SPEAKER_1,266.0,266.9,0.9,"Yes, yes, right.",Agent
run_003,2026-07-02T16:36:58,CALL004,53,SPEAKER_1,278.5,291.0,12.5,"Okay, and ma'am, according to the last trip you liked, what was the one thing you really liked? In the",Agent
run_003,2026-07-02T16:36:58,CALL004,54,SPEAKER_2,290.1,302.5,12.4,"I just received a message from someone near Nagpur, actually from a place in Manali. So I am trying,",Customer
run_003,2026-07-02T16:36:58,CALL004,55,SPEAKER_1,302.8,313.5,10.7,"Okay, so you liked the location. Besides the location, ma'am, what other things did you like, like the",Agent
run_003,2026-07-02T16:36:58,CALL004,56,SPEAKER_2,314.1,324.3,10.2,"Everything  was  good.  I  liked  everything.  The  ride  was  good,  but  in  an  adventure,  one  should  also",Customer
run_003,2026-07-02T16:36:58,CALL004,57,SPEAKER_2,332.6,339.9,7.3,"There shouldn't be a speed limit, right? I have a speed limit of 200 kmph. I have a 2200 cc engine, so",Customer
run_003,2026-07-02T16:36:58,CALL004,58,SPEAKER_1,340.3,341.4,1.1,"Yes, yes, right.",Agent
run_003,2026-07-02T16:36:58,CALL004,59,SPEAKER_2,340.8,353.1,12.3,"I have been driving something else for a year. In an event, the task is fine for one or two times, but the",Customer
run_003,2026-07-02T16:36:58,CALL004,60,SPEAKER_1,353.6,363.9,10.3,"Okay, ma'am, definitely. We will consider it in the future. Your feedback is complete, and thank you",Agent
run_003,2026-07-02T16:36:58,CALL004,61,SPEAKER_2,364.5,365.1,0.6,Welcome.,Customer
