output_version,output_generated_at,call_id,turn_id,speaker,start_time_sec,end_time_sec,duration_sec,utterance,role
run_001,2026-06-17T17:20:55,CALL006,39,SPEAKER_01,160.24,163.53,3.29,"Okay, due to the long distance, you have shown the interested, right?",Agent
run_001,2026-06-17T17:20:55,CALL006,40,SPEAKER_01,165.27,170.2,4.93,"Okay, so finally you have stopped this plant. So Mayunet, what was the reason?",Agent
run_001,2026-06-17T17:20:55,CALL006,41,SPEAKER_00,171.73,176.41,4.68,"Actually, I couldn't get a leave for two days.",Customer
run_001,2026-06-17T17:20:55,CALL006,42,SPEAKER_01,177.71,180.44,2.73,there was the time issue was there,Agent
run_001,2026-06-17T17:20:55,CALL006,43,SPEAKER_00,178.25,179.01,0.76,There was this time...,Customer
run_001,2026-06-17T17:20:55,CALL006,44,SPEAKER_00,180.86,181.71,0.85,"Yeah, thank you.",Customer
run_001,2026-06-17T17:20:55,CALL006,45,SPEAKER_01,182.33,187.97,5.64,Okay time issue anything more issue if there was a reason for not going for the event,Agent
run_001,2026-06-17T17:20:55,CALL006,46,SPEAKER_00,189.55,190.45,0.9,To Butterbrook?,Customer
run_001,2026-06-17T17:20:55,CALL006,47,SPEAKER_01,191.19,195.58,4.39,Is it any more things there was the issue for the not going for the event?,Agent
run_001,2026-06-17T17:20:55,CALL006,48,SPEAKER_00,196.46,197.28,0.82,God bless Fatima.,Customer
run_001,2026-06-17T17:20:55,CALL006,49,SPEAKER_01,196.49,197.81,1.32,There was only a five-time issue.,Agent
run_001,2026-06-17T17:20:55,CALL006,50,SPEAKER_00,198.3,199.29,0.99,"Yes, I understand.",Customer
run_001,2026-06-17T17:20:55,CALL006,51,SPEAKER_01,199.65,202.78,3.13,So currently you are looking any more outdoor experience?,Agent
run_001,2026-06-17T17:20:55,CALL006,52,SPEAKER_00,204.4,210.11,5.71,"Actually, not only, but I will look into the future.",Customer
run_001,2026-06-17T17:20:55,CALL006,53,SPEAKER_01,211.1,214.98,3.88,"Okay, now we are not looking right, but in the future you will see it. Okay",Agent
run_001,2026-06-17T17:20:55,CALL006,54,SPEAKER_01,215.56,230.48,14.92,"So, if you want to inform about the adventures event, how soon we can inform you? Less than 1 week or within 1 to 2 weeks or within 2 to 4 weeks or within 1 to 2 months or more than 2 months.",Agent
run_001,2026-06-17T17:20:55,CALL006,55,SPEAKER_00,231.42,232.7,1.28,"Uh, 2-2-4-E.",Customer
run_001,2026-06-17T17:20:55,CALL006,56,SPEAKER_01,233.36,234.17,0.81,2 to 4 weeks.,Agent
run_001,2026-06-17T17:20:55,CALL006,57,SPEAKER_01,235.29,240.77,5.48,"So is it we can improve anything in the Mahindra Adventures event, do you think?",Agent
run_001,2026-06-17T17:20:55,CALL006,58,SPEAKER_00,242.37,257.76,15.39,"Actually, if the program will be conducted in Kerala region or South region more, there's lot of people from Kerala eager in this approach thing, so they can participate.",Customer
run_001,2026-06-17T17:20:55,CALL006,59,SPEAKER_01,258.35,262.91,4.56,"Okay, there should be more option for the south location, right?",Agent
run_001,2026-06-17T17:20:55,CALL006,60,SPEAKER_00,262.18,265.54,3.36,"location, right?",Customer
run_001,2026-06-17T17:20:55,CALL006,61,SPEAKER_01,265.85,267.57,1.72,Especially in Kerala.,Agent
run_001,2026-06-17T17:20:55,CALL006,62,SPEAKER_01,268.34,272.16,3.82,Is it any more thing we can improve in our adventures even?,Agent
run_001,2026-06-17T17:20:55,CALL006,63,SPEAKER_00,274.28,275.65,1.37,you know,Customer
run_001,2026-06-17T17:20:55,CALL006,64,SPEAKER_00,276.54,279.43,2.89,"My English is perfect, so there's not much change.",Customer
run_001,2026-06-17T17:20:55,CALL006,65,SPEAKER_01,279.43,284.85,5.42,Okay. Thank you sir. Almost your feedback has been captured and as you have told due to the time issue,Agent
run_001,2026-06-17T17:20:55,CALL006,66,SPEAKER_01,285.3,287.21,1.91,"You have stopped the plan, right?",Agent
run_001,2026-06-17T17:20:55,CALL006,67,SPEAKER_01,288.71,292.78,4.07,Thank you Mr. Naaj as you have given your feedback and have a nice day Mr. Naaj.,Agent
run_001,2026-06-17T17:20:55,CALL006,68,SPEAKER_00,293.13,293.93,0.8,"Okay, thank you.",Customer
