output_version,output_generated_at,sop_call_type,agent_id,agent_name,agent_name_confidence,agent_identity_source,call_id,turn_id,speaker,start_time_sec,end_time_sec,duration_sec,utterance,role,word_count,duration_min,wpm,gap_from_previous_sec,agent_response_gap_from_customer_sec,overlap_with_previous_sec,agent_talkover_with_previous_customer_sec,is_long_agent_turn
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,11,SPEAKER_01,56.39,59.33,2.94,"Okay, and which vehicle do you own?",Agent,7,0.049,142.86,0.0,0.0,0.0,0.0,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,12,SPEAKER_01,61.2,63.57,2.37,"Mahindra star vehicle, right?",Agent,4,0.0395,101.27,1.87,0.0,0.0,0.0,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,13,SPEAKER_01,64.51,70.37,5.86,"Okay, and when was the last time you took part in Mahindra's adventure activity. I think last",Agent,18,0.09766666666666667,184.3,0.94,0.0,0.0,0.0,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,14,SPEAKER_01,70.74,72.17,1.43,Last.,Agent,1,0.02383333333333333,41.96,0.37,0.0,0.0,0.0,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,15,SPEAKER_01,72.56,73.35,0.79,Thank you.,Agent,2,0.013166666666666667,151.9,0.39,0.0,0.0,0.0,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,16,SPEAKER_00,74.3,75.45,1.15,Whatever happened in...,Customer,3,0.019166666666666665,156.52,0.95,0.0,0.0,0.0,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,17,SPEAKER_01,74.74,75.65,0.91,happened in,Agent,2,0.015166666666666667,131.87,0.0,0.0,0.71,0.71,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,18,SPEAKER_00,75.65,79.7,4.05,I don't remember the place but I've been to the Igatpuri and the,Customer,15,0.06749999999999999,222.22,0.0,0.0,0.0,0.0,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,19,SPEAKER_01,76.59,78.21,1.62,I don't remember the place but I've been to,Agent,11,0.027000000000000003,407.41,0.0,0.0,3.11,3.11,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,20,SPEAKER_00,80.0,81.08,1.08,I'm following one.,Customer,4,0.018000000000000002,222.22,0.3,0.0,0.0,0.0,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,21,SPEAKER_01,82.3,84.29,1.99,"Ok, Igat Puri, you went to Igat Puri?",Agent,8,0.033166666666666664,241.21,1.22,1.22,0.0,0.0,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,22,SPEAKER_01,85.55,88.2,2.65,"Okay, and like which event was it?",Agent,7,0.04416666666666667,158.49,1.26,0.0,0.0,0.0,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,23,SPEAKER_00,88.66,91.31,2.65,I don't remember because it's almost been six to eight months.,Customer,13,0.04416666666666667,294.34,0.46,0.0,0.0,0.0,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,24,SPEAKER_01,92.12,95.54,3.42,"Okay, it's alright. And how did you first hear about this event?",Agent,13,0.057,228.07,0.81,0.81,0.0,0.0,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,25,SPEAKER_00,96.59,101.31,4.72,My elder brother found it. He's the one who's always on the lookout for that such event. That's right.,Customer,22,0.07866666666666666,279.66,1.05,0.0,0.0,0.0,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,26,SPEAKER_01,101.31,107.93,6.62,"Okay, okay, and what made you feel interested enough to subscriber book this event adventure event",Agent,16,0.11033333333333334,145.02,0.0,0.0,0.0,0.0,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,27,SPEAKER_00,107.93,118.04,10.11,"Of course, we saw so many videos and all of that. The feedback was also really nice. So we thought we'll go ahead since we own a vehicle that we don't, you know, usually...",Customer,36,0.16849999999999998,213.65,0.0,0.0,0.0,0.0,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,28,SPEAKER_00,118.26,120.5,2.24,try offloading and all of that.,Customer,6,0.037333333333333336,160.71,0.22,0.0,0.0,0.0,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,29,SPEAKER_00,120.77,122.44,1.67,"Under the guidance of you guys, of course.",Customer,8,0.02783333333333333,287.43,0.27,0.0,0.0,0.0,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,30,SPEAKER_01,123.17,130.46,7.29,"Okay ma'am. And before booking Mahindra's Adventure, did you check out any other experiences, like outdoor experiences too? No.",Agent,21,0.1215,172.84,0.73,0.73,0.0,0.0,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,31,SPEAKER_01,131.49,132.63,1.14,"Okay, so you didn't trade",Agent,6,0.019,315.79,1.03,0.0,0.0,0.0,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,32,SPEAKER_01,133.23,138.46,5.23,"And while you were exploring and deciding, who influenced your decision the most?",Agent,13,0.08716666666666667,149.14,0.6,0.0,0.0,0.0,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,33,SPEAKER_01,139.98,142.84,2.86,The one particular thing is that we...,Agent,7,0.04766666666666666,146.85,1.52,0.0,0.0,0.0,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,34,SPEAKER_00,143.01,146.17,3.16,"Okay, like, was it you?",Customer,5,0.05266666666666667,94.94,0.17,0.0,0.0,0.0,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,35,SPEAKER_01,144.16,150.25,6.09,"Okay, like, was it you, your spouse, friends, or someone else? No, no, no.",Agent,14,0.10149999999999999,137.93,0.0,0.0,2.01,2.01,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,36,SPEAKER_01,150.66,157.34,6.68,"Okay, so it was you only right and according to you how early should we inform you before an adventure event?",Agent,21,0.11133333333333333,188.62,0.41,0.0,0.0,0.0,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,37,SPEAKER_00,158.32,161.66,3.34,"Probably like a month ago, month or two.",Customer,8,0.05566666666666666,143.71,0.98,0.0,0.0,0.0,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,38,SPEAKER_01,162.17,164.22,2.05,"Okay, month or two months ago, right?",Agent,7,0.034166666666666665,204.88,0.51,0.51,0.0,0.0,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,39,SPEAKER_01,164.98,170.81,5.83,And what is the one thing that you would make you more likely to subscribe to our adventure events in future again?,Agent,22,0.09716666666666667,226.42,0.76,0.0,0.0,0.0,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,40,SPEAKER_01,172.02,174.7,2.68,I feel you guys are really doing it pretty nice.,Agent,10,0.04466666666666667,223.88,1.21,0.0,0.0,0.0,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,41,SPEAKER_01,176.59,181.66,5.07,"I'm so sorry, ma'am. I couldn't get you. Like, I didn't hear your voice properly. Can you please repeat once?",Agent,24,0.0845,284.02,1.89,0.0,0.0,0.0,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,42,SPEAKER_00,182.4,189.89,7.49,"And sir, you guys are already doing a really great job. I don't think I would want to have you change anything or something.",Customer,25,0.12483333333333334,200.27,0.74,0.0,0.0,0.0,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,43,SPEAKER_01,190.16,198.14,7.98,"Okay, I'm glad to hear it that you had such a great experience and thank you so much ma'am for the appreciation. So Ms. Drishti, I have updated your feedback here.",Agent,33,0.133,248.12,0.27,0.27,0.0,0.0,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,44,SPEAKER_01,198.48,201.23,2.75,"Thank you so much, ma'am, for your valuable time and your valuable feedback.",Agent,14,0.04583333333333333,305.45,0.34,0.0,0.0,0.0,False
run_001,2026-06-17T17:14:59,Booking,A002,Sakshi,Medium,transcript_name,CALL002,45,SPEAKER_01,202.06,204.29,2.23,Have a great day ahead. Thank you. You too.,Agent,9,0.03716666666666667,242.15,0.83,0.0,0.0,0.0,False
