output_version,output_generated_at,call_id,turn_id,speaker,start_time_sec,end_time_sec,duration_sec,utterance,role
run_001,2026-06-17T17:17:59,CALL004,38,SPEAKER_01,179.19,184.49,5.3,"The location where they have given the mapping is also very good, I have never seen anything like this in Nagpur.",Customer
run_001,2026-06-17T17:17:59,CALL004,39,SPEAKER_00,185.3,196.74,11.44,"Okay, like to hear that ma'am, the experience you had in that event was very good and as you said that you belong to Nagpur, right? Yes, I belong to Nagpur.",Agent
run_001,2026-06-17T17:17:59,CALL004,40,SPEAKER_01,195.98,208.49,12.51,I have never seen that location and I can't see it even today. I saw it during the event and I must have forgotten it now. We were told about it during the event and it was a very good location.,Customer
run_001,2026-06-17T17:17:59,CALL004,41,SPEAKER_00,208.83,214.9,6.07,"It was nice to hear that you liked the location very much. And ma'am, Mahindra Adventure...",Agent
run_001,2026-06-17T17:17:59,CALL004,42,SPEAKER_00,215.02,220.64,5.62,"Before booking Mahindra Adventure, have you taken any outdoor experience?",Agent
run_001,2026-06-17T17:17:59,CALL004,43,SPEAKER_01,222.26,226.95,4.69,"We are not afraid of anything, we are not afraid of anything.",Customer
run_001,2026-06-17T17:17:59,CALL004,44,SPEAKER_01,227.57,229.33,1.76,Okay.,Customer
run_001,2026-06-17T17:17:59,CALL004,45,SPEAKER_00,229.9,240.74,10.84,"Ma'am, when you were taking the decision to participate in an adventure event, was it totally your own decision or your partner's or your children's? No, no.",Agent
run_001,2026-06-17T17:17:59,CALL004,46,SPEAKER_01,240.62,249.17,8.55,"My son is 18 years old, so I have to keep him with me. He is 18 years old now, so I have to make the decision.",Customer
run_001,2026-06-17T17:17:59,CALL004,47,SPEAKER_00,249.85,258.02,8.17,"Ma'am, how many days before any adventure event should you inform so that you can manage your schedule accordingly?",Agent
run_001,2026-06-17T17:17:59,CALL004,48,SPEAKER_01,258.35,261.8,3.45,At least 10 days before my death.,Customer
run_001,2026-06-17T17:17:59,CALL004,49,SPEAKER_00,262.52,263.74,1.22,"I mean, I don't know.",Agent
run_001,2026-06-17T17:17:59,CALL004,50,SPEAKER_01,262.77,268.16,5.39,"You have a fixed schedule, right? Yes, yes, right. Where to go, what to do?",Customer
run_001,2026-06-17T17:17:59,CALL004,51,SPEAKER_00,266.03,266.91,0.88,"Yes, yes, right.",Agent
run_001,2026-06-17T17:17:59,CALL004,52,SPEAKER_01,268.53,277.95,9.42,"It should be kept for at least 10 to 12 days, so that they can decide whether they want to go or not, and then they can decide their work.",Customer
run_001,2026-06-17T17:17:59,CALL004,53,SPEAKER_00,278.59,291.06,12.47,What was the last trip that you liked the most and would like to participate in Mahindra Adventure in future?,Agent
run_001,2026-06-17T17:17:59,CALL004,54,SPEAKER_01,290.16,300.12,9.96,I have received a message from Manali that they are trying but it will take a long time.,Customer
run_001,2026-06-17T17:17:59,CALL004,55,SPEAKER_01,300.52,302.43,1.91,"So, I will have to do the rejuvenation.",Customer
run_001,2026-06-17T17:17:59,CALL004,56,SPEAKER_00,302.87,313.37,10.5,"Okay, so you liked the location. Apart from the location, ma'am, what other things did you like, like the event was organized, like you liked it or anything else?",Agent
run_001,2026-06-17T17:17:59,CALL004,57,SPEAKER_01,323.0,324.22,1.22,Thank you very much.,Customer
run_001,2026-06-17T17:17:59,CALL004,58,SPEAKER_00,324.5,327.15,2.65,Which one ma'am?,Agent
run_001,2026-06-17T17:17:59,CALL004,59,SPEAKER_01,326.36,329.58,3.22,You should not have kept it on the 3rd limit.,Customer
run_001,2026-06-17T17:17:59,CALL004,60,SPEAKER_00,332.5,334.02,1.52,"There's no limit to the speed, right?",Agent
run_001,2026-06-17T17:17:59,CALL004,61,SPEAKER_01,332.81,339.71,6.9,There should be no speed limit. I have a speed limit of 222 kmph. There should be no speed limit.,Customer
run_001,2026-06-17T17:17:59,CALL004,62,SPEAKER_00,340.4,341.46,1.06,"Yes, yes, right, right.",Agent
run_001,2026-06-17T17:17:59,CALL004,63,SPEAKER_01,340.86,352.99,12.13,"I have been driving for a year and a half, but there should be an event too. When I am driving an engine of 2200cc, there should be an event in that too.",Customer
run_001,2026-06-17T17:17:59,CALL004,64,SPEAKER_00,353.6,363.72,10.12,"Okay ma'am, definitely sure. We will definitely do it in future ma'am. Your feedback is complete ma'am. Thank you very much for your valuable time. Your feedback is very important for us ma'am. Thank you so much. Have a great day.",Agent
run_001,2026-06-17T17:17:59,CALL004,65,SPEAKER_01,364.41,365.51,1.1,Good evening.,Customer
